libelle;libelle_plaquette;libelle_ampoule;libelle_flacon;libelle_tube;libelle_stylo;libelle_seringue;libelle_pilulier;libelle_sachet;libelle_comprime;libelle_gelule;libelle_film;libelle_poche;libelle_capsule;nb_plaquette;nb_ampoule;nb_flacon;nb_tube;nb_stylo;nb_seringue;nb_pilulier;nb_sachet;nb_comprime;nb_gelule;nb_film;nb_poche;nb_capsule;nb_ml;statut;etat commerc;agrement col;tx rembours;forme pharma;voies admin;statut admin;date declar annee;date amm annee;type proc;titulaires;substances;prix
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2011;2010;Procédure décentralisée; EG LABO - LABORATOIRES EUROGENERICS;MANIDIPINE (DICHLORHYDRATE DE);7.21
12 sachet(s)-dose(s) papier aluminium polyéthylène de 0,54 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour solution buvable;orale;Autorisation active;1999;1999;Procédure nationale; SANOFI AVENTIS FRANCE;PARACÉTAMOL;1.33
plaquette(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2015;2012;Procédure nationale; MITHRIDATUM;MONTÉLUKAST SODIQUE, MONTÉLUKAST ACIDE;14.3
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2001;1989;Procédure nationale; MYLAN MEDICAL;VÉRAPAMIL (CHLORHYDRATE DE);3.0
plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;comprimé pelliculé;orale;Autorisation active;2014;2013;Procédure décentralisée; MAJORELLE LUXEMBOURG SOPARFI (LUXEMBOURG);CHLORURE DE TROSPIUM;3.75
plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé à libération prolongée;orale;Autorisation active;2014;2013;Procédure décentralisée; ACCORD HEALTHCARE FRANCE;FLUVASTATINE, FLUVASTATINE SODIQUE;34.23
plaquette(s) thermoformée(s) de 10 suppositoire(s);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;suppositoire;rectale;Autorisation active;1982;1978;Procédure nationale; NOVARTIS PHARMA;DICLOFÉNAC SODIQUE;1.38
1 flacon(s) polyéthylène haute densité (PEHD) de 120 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;120;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2005;1987;Procédure nationale; MYLAN MEDICAL;PANCRÉATINE ;21.76
plaquette(s) thermoformée(s) PVC-Aluminium de 16 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation abrogée;2012;2003;Procédure nationale; SANDOZ;ROXITHROMYCINE;10.31
film(s) thermosoudé(s) PVC polyéthylène de 1 ovule(s);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;ovule;vaginale;Autorisation active;1986;1985;Procédure nationale; TEOFARMA;TIOCONAZOLE;3.31
1 flacon(s) en verre;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour solution injectable;intramusculaire,intraveineuse;Autorisation active;2008;2007;Procédure nationale; PANPHARMA;CEFTAZIDIME ANHYDRE, CEFTAZIDIME PENTAHYDRATÉE;3.77
plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2012;Procédure décentralisée; ARROW GENERIQUES;ATORVASTATINE CALCIQUE, ATORVASTATINE;8.13
plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2014;2013;Procédure nationale; EVOLUPHARM;HYDROCHLOROTHIAZIDE, VALSARTAN;18.63
plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;2008;2007;Procédure de reconnaissance mutuelle; SANOFI AVENTIS FRANCE;VENLAFAXINE, CHLORHYDRATE DE VENLAFAXINE;5.6
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2001;Procédure nationale; SANDOZ;MALÉATE D'ÉNALAPRIL;2.64
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2014;1998;Procédure nationale; TEVA SANTE;METFORMINE BASE, CHLORHYDRATE DE METFORMINE;4.71
1 flacon(s) compte-gouttes (incorporé) polyéthylène de 10 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;Présentation active;Déclaration de commercialisation;oui;30%;collyre;ophtalmique;Autorisation active;1950;1991;Procédure nationale; MENARINI FRANCE;CÉTHEXONIUM (BROMURE DE);1.58
1 tube(s) aluminium verni de 100 g;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;gel;cutanée;Autorisation active;2004;2000;Procédure nationale; ELERTE;IBUPROFÈNE;3.04
plaquette(s) thermoformée(s) de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule à libération prolongée;orale;Autorisation active;1982;1981;Procédure nationale; SANOFI AVENTIS FRANCE;FUROSÉMIDE;3.73
plaquette(s) thermoformée(s) PVC PVDC polyéthylène aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2015;2011;Procédure nationale; LABORATOIRES ALTER;VALSARTAN;6.36
1 flacon(s) en verre de 50 ml;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;50;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intra-artérielle,intra-utérine,intraveineuse;Autorisation active;1984;1981;Procédure nationale; BRACCO IMAGING FRANCE;IOPAMIDOL, IODE;20.27
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé sécable;orale;Autorisation active;2009;2009;Procédure nationale; SANDOZ;SPIRONOLACTONE;3.49
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2009;2007;Procédure nationale; BIOGARAN;TOPIRAMATE;25.47
1 ampoule(s) bouteille en verre de 5 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intra-articulaire,intra-artérielle,intraveineuse;Autorisation active;1989;1988;Procédure nationale; PHARMY II;LIDOCAÏNE (CHLORHYDRATE DE);1.11
plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2011;2010;Procédure nationale; CRISTERS;SPIRAMYCINE;13.67
1 flacon(s) poudreur(se)(s) polyéthylène de 30 g;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;poudre pour application;cutanée;Autorisation active;2000;1996;Procédure nationale; RANBAXY PHARMACIE GENERIQUES;NITRATE D'ÉCONAZOLE;2.24
plaquette(s) aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2013;2013;Procédure nationale; TEVA SANTE;TELMISARTAN, HYDROCHLOROTHIAZIDE;6.36
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2013;2008;Procédure centralisée; KRKA (SLOVENIE);IRBÉSARTAN (CHLORHYDRATE D'), IRBÉSARTAN;5.71
plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2007;2002;Procédure de reconnaissance mutuelle; CHIESI;CHLORHYDRATE DE MANIDIPINE;32.24
plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2009;2000;Procédure nationale; CRISTERS;MOLSIDOMINE;8.54
1 cartouche(s) en verre de 1,5 ml;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;Présentation active;Déclaration de commercialisation;oui;100%;solution injectable;sous-cutanée;Autorisation active;2001;2000;Procédure de reconnaissance mutuelle; NOVO NORDISK;SOMATOTROPINE ;309.07
plaquette(s) thermoformée(s) polyamide aluminium PVC de 10 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé à libération prolongée;orale;Autorisation active;2010;2009;Procédure centralisée; BOEHRINGER INGELHEIM INTERNATIONAL;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ, PRAMIPEXOLE BASE;13.84
1 flacon(s) polyéthylène de 120 dose(s) avec pompe doseuse;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;suspension pour pulvérisation;nasale;Autorisation active;1999;1997;Procédure nationale; MSD FRANCE;FUROATE DE MOMÉTASONE, FUROATE DE MOMÉTASONE MONOHYDRATÉ;6.84
plaquette(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;2013;2013;Procédure nationale; TEVA SANTE;TELMISARTAN, HYDROCHLOROTHIAZIDE;18.63
plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé dispersible;orale;Autorisation active;2009;2008;Procédure nationale; ZYDUS FRANCE;AMOXICILLINE TRIHYDRATÉE, AMOXICILLINE BASE;1.84
plaquette(s) thermoformée(s) PVC PVDC aluminium de 7 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2008;2007;Procédure nationale; ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;CHLORHYDRATE DE MÉTHADONE;4.74
20 sachet(s) papier polyéthylène aluminium de 6,9 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;30%;poudre pour solution buvable;orale;Autorisation active;2007;2004;Procédure nationale; NORGINE PHARMA;SODIUM (CHLORURE DE), MACROGOL 3350, POTASSIUM (CHLORURE DE), SODIUM (BICARBONATE DE);5.01
5 ampoule(s) en verre brun de 1 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intramusculaire;Autorisation active;1960;1994;Procédure nationale; JANSSEN CILAG;HALOPÉRIDOL;1.26
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2009;2008;Procédure décentralisée; DAIICHI SANKYO FRANCE;OLMÉSARTAN MÉDOXOMIL, AMLODIPINE, BÉSILATE D'AMLODIPINE;21.2
3 ampoule(s) en verre de 1 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;Présentation active;Déclaration de commercialisation;non;65%;solution injectable;intramusculaire;Autorisation active;1973;1988;Procédure nationale; SANOFI AVENTIS FRANCE;PIPOTIAZINE (PALMITATE DE);11.84
1 inhalateur(s) multidose(s) polyéthylène de 200  dose(s) avec embout(s) buccal(aux) polyéthylène polypropylène;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour inhalation;inhalée;Autorisation active;1996;1993;Procédure nationale; ASTRAZENECA;BUDÉSONIDE;17.29
plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;1999;1998;Procédure nationale; MYLAN SAS;CHLORHYDRATE DE TRAMADOL;3.79
1 flacon(s) en verre de 10  dose(s);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;intradermique;Autorisation active;2003;2002;Procédure nationale; SANOFI PASTEUR MSD;TUBERCULINE PURIFIÉE;8.63
plaquette(s) thermoformée(s) polyamide aluminium PVC-aluminium de 8 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;1996;1985;Procédure nationale; ROCHE;MÉFLOQUINE, MÉFLOQUINE (CHLORHYDRATE DE);31.91
plaquette(s) formée(s) à froid polyamide PVC aluminium de 84 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2010;2008;Procédure nationale; BOUCHARA-RECORDATI;PRAVASTATINE SODIQUE;22.04
plaquette(s) thermoformée(s) PVC-aluminium de 7 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule;orale;Autorisation active;2001;2000;Procédure nationale; PFIZER HOLDING FRANCE;CHLORHYDRATE DE SERTRALINE, SERTRALINE BASE;2.17
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé orodispersible;orale;Autorisation active;2013;2006;Procédure nationale; RATIOPHARM (ALLEMAGNE);RISPÉRIDONE;13.77
plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé;orale;Autorisation abrogée;2014;2000;Procédure nationale; ACTAVIS FRANCE;MOLSIDOMINE;2.73
1 ampoule(s) en verre de 2 ml;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;Présentation active;Déclaration de commercialisation;oui;30%;solution injectable;intramusculaire;Autorisation active;1958;1997;Procédure nationale; BAYER HEALTHCARE;HYDROXYPROGESTÉRONE (CAPROATE D');2.27
plaquette(s) PVC-Aluminium de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;1977;1986;Procédure nationale; LES LABORATOIRES SERVIER;INDAPAMIDE HÉMIHYDRATÉ;11.19
flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s) muni d'une capsule polypropylène;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2004;2004;Procédure nationale; BOUCHARA-RECORDATI;OMÉPRAZOLE;8.14
10 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s) et dispositif de sécurité;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0.5;Présentation active;Déclaration de commercialisation;oui;65%;solution injectable;sous-cutanée;Autorisation active;1996;1995;Procédure nationale; LABORATOIRES LEO;TINZAPARINE SODIQUE ;101.44
1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 50 ml avec seringue(s) pour administration orale polyéthylène polystyrène avec gobelet(s) doseur(s) polypropylène;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;50;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;poudre pour suspension buvable;orale;Autorisation active;2014;2008;Procédure nationale; RATIOPHARM (ALLEMAGNE);CEFPODOXIME PROXÉTIL, CEFPODOXIME;3.69
20 sachet(s)-dose(s) aluminium polyester polyéthylène de 15 ml;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;15;Présentation active;Déclaration d'arrêt de commercialisation;non;30%;solution buvable;orale,rectale;Autorisation active;2015;1986;Procédure nationale; MYLAN MEDICAL;LACTULOSE;2.53
plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2008;2005;Procédure nationale; MYLAN SAS;RAMIPRIL;18.63
plaquette(s) aluminium de 28 gélule(s);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;15%;gélule à libération prolongée;orale;Autorisation active;2012;2012;Procédure décentralisée; MYLAN SAS;BROMHYDRATE DE GALANTAMINE, GALANTAMINE BASE;20.34
plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé;orale;Autorisation active;1992;1982;Procédure nationale; TEVA SANTE;DIAZÉPAM;1.09
plaquette(s) thermoformée(s) aluminium PVC PVDC opaque de 30 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé pelliculé;orale;Autorisation active;2014;2005;Procédure nationale; TEVA SANTE;CHLORHYDRATE DE METFORMINE, METFORMINE BASE;3.0
plaquette(s) thermoformée(s) polyamide aluminium PVC-aluminium de 30  comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;100%;comprimé;orale;Autorisation active;2003;2002;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;TAMOXIFÈNE BASE, CITRATE DE TAMOXIFÈNE;3.41
flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s);0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;gélule gastro-résistant(e);orale;Autorisation active;2014;2010;Procédure nationale; TEVA SANTE;OMÉPRAZOLE;1.88
1 flacon(s) en verre de 2  g - 1 ampoule(s) en verre de 20  ml;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;20;Présentation active;Déclaration d'arrêt de commercialisation;non;100%;poudre et  solvant pour solution injectable;intramusculaire,intrapéritonéale,intraveineuse,sous-cutanée;Autorisation active;2015;1997;Procédure nationale; NOVARTIS PHARMA;MÉSILATE DE DÉFÉROXAMINE;23.74
plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2005;2000;Procédure de reconnaissance mutuelle; SANOFI AVENTIS FRANCE;MALÉATE D'ÉNALAPRIL;5.91
plaquette(s) thermoformée(s) aluminium PVC PVDC de 42 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2010;2009;Procédure nationale; MYLAN SAS;VALACICLOVIR, CHLORHYDRATE DE VALACICLOVIR;38.85
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2012;2010;Procédure nationale; PFIZER HOLDING FRANCE;ATORVASTATINE CALCIQUE TRIHYDRATÉE, ATORVASTATINE;7.55
3 plaquette(s) thermoformée(s) PVC PVDC aluminium avec calendrier de 21 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;21;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé pelliculé;orale;Autorisation active;2010;2010;Procédure décentralisée; MYLAN SAS;LÉVONORGESTREL, ÉTHINYLESTRADIOL;3.79
1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 ml avec seringue(s) pour administration orale polyéthylène polystyrène avec gobelet(s) doseur(s) polypropylène;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;Présentation active;Déclaration de commercialisation;oui;65%;poudre pour suspension buvable;orale;Autorisation active;2008;2008;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;CEFPODOXIME PROXÉTIL, CEFPODOXIME;6.59
plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;Présentation active;Déclaration de commercialisation;oui;65%;comprimé sécable;orale;Autorisation active;2012;2005;Procédure nationale; EG LABO - LABORATOIRES EUROGENERICS;HYDROCHLOROTHIAZIDE, LISINOPRIL DIHYDRATÉ, LISINOPRIL ANHYDRE;5.29
plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s);1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Présentation active;Déclaration d'arrêt de commercialisation;non;65%;comprimé à libération modifiée;orale;Autorisation active;2015;2008;Procédure décentralisée; RATIOPHARM (ALLEMAGNE);GLICLAZIDE;8.92
